2021-03-02T06:20:19.879515600Z - Init
2021-03-02T06:20:20.320921800Z - Start
2021-03-02T14:52:19.088500Z - second line main loop. Result is 192453192
2021-03-02T14:52:19.857054600Z - second line main loop. Result is 192767658
2021-03-02T14:52:20.444945300Z - second line main loop. Result is 193082124
2021-03-02T14:52:21.192992100Z - second line main loop. Result is 193396590
2021-03-02T14:52:21.854125Z - second line main loop. Result is 193711056
2021-03-02T14:52:22.489867100Z - second line main loop. Result is 194025522
2021-03-02T14:52:23.001585900Z - second line main loop. Result is 194339988
2021-03-02T14:52:23.720335900Z - second line main loop. Result is 194654454
2021-03-02T14:52:24.384398400Z - second line main loop. Result is 194968920
2021-03-02T14:52:25.077757800Z - second line main loop. Result is 195283386
2021-03-02T14:52:25.751585900Z - second line main loop. Result is 195597852
2021-03-02T14:52:26.570921800Z - second line main loop. Result is 195912318
2021-03-02T14:52:27.506468700Z - second line main loop. Result is 196226784
2021-03-02T14:52:28.111937500Z - second line main loop. Result is 196541250
2021-03-02T14:52:28.854125Z - second line main loop. Result is 196855716
2021-03-02T14:52:29.696898400Z - second line main loop. Result is 197170182
2021-03-02T14:52:30.390257800Z - second line main loop. Result is 197484648
2021-03-02T14:52:31.123656200Z - second line main loop. Result is 197799114
2021-03-02T14:52:31.878539Z - second line main loop. Result is 198113580
2021-03-02T14:52:32.645140600Z - second line main loop. Result is 198428046
2021-03-02T14:52:33.151Z - second line main loop. Result is 198742512
2021-03-02T14:52:33.709593700Z - second line main loop. Result is 199056978
2021-03-02T14:52:34.351195300Z - second line main loop. Result is 199371444
2021-03-02T14:52:35.157835900Z - second line main loop. Result is 199685910
2021-03-02T14:52:35.737914Z - second line main loop. Result is 200000376
2021-03-02T14:52:36.229125Z - second line main loop. Result is 200314842
2021-03-02T14:52:36.882445300Z - second line main loop. Result is 200629308
2021-03-02T14:52:37.475218700Z - second line main loop. Result is 200943774
2021-03-02T14:52:38.347289Z - second line main loop. Result is 201258240
2021-03-02T14:52:39.089476500Z - second line main loop. Result is 201572706
2021-03-02T14:52:39.697875Z - second line main loop. Result is 201887172
2021-03-02T14:52:40.208617100Z - second line main loop. Result is 202201638
2021-03-02T14:52:40.817992100Z - second line main loop. Result is 202516104
2021-03-02T14:52:41.461546800Z - second line main loop. Result is 202830570
2021-03-02T14:52:42.144164Z - second line main loop. Result is 203145036
2021-03-02T14:52:42.732054600Z - second line main loop. Result is 203459502
2021-03-02T14:52:43.470335900Z - second line main loop. Result is 203773968
2021-03-02T14:52:44.032835900Z - second line main loop. Result is 204088434
2021-03-02T14:52:44.589476500Z - second line main loop. Result is 204402900
2021-03-02T14:52:45.240843700Z - second line main loop. Result is 204717366
2021-03-02T14:52:45.888304600Z - second line main loop. Result is 205031832
2021-03-02T14:52:46.587523400Z - second line main loop. Result is 205346298
2021-03-02T14:52:47.162718700Z - second line main loop. Result is 205660764
2021-03-02T14:52:47.833617100Z - second line main loop. Result is 205975230
2021-03-02T14:52:48.677367100Z - second line main loop. Result is 206289696
2021-03-02T14:52:49.365843700Z - second line main loop. Result is 206604162
2021-03-02T14:52:49.944945300Z - second line main loop. Result is 206918628
2021-03-02T14:52:50.740843700Z - second line main loop. Result is 207233094
2021-03-02T14:52:51.495726500Z - second line main loop. Result is 207547560
2021-03-02T14:52:52.221312500Z - second line main loop. Result is 207862026
2021-03-02T14:52:52.919554600Z - second line main loop. Result is 208176492
2021-03-02T14:52:53.659789Z - second line main loop. Result is 208490958
2021-03-02T14:52:54.296507800Z - second line main loop. Result is 208805424
2021-03-02T14:52:55.044554600Z - second line main loop. Result is 209119890
2021-03-02T14:52:55.850218700Z - second line main loop. Result is 209434356
2021-03-02T14:52:56.316039Z - second line main loop. Result is 209748822
2021-03-02T14:52:57.165648400Z - second line main loop. Result is 210063288
2021-03-02T14:52:57.728148400Z - second line main loop. Result is 210377754
2021-03-02T14:52:58.200804600Z - second line main loop. Result is 210692220
2021-03-02T14:52:58.932250Z - second line main loop. Result is 211006686
2021-03-02T14:52:59.461546800Z - second line main loop. Result is 211321152
2021-03-02T14:53:00.231078100Z - second line main loop. Result is 211635618
2021-03-02T14:53:00.886351500Z - second line main loop. Result is 211950084
2021-03-02T14:53:01.729125Z - second line main loop. Result is 212264550
2021-03-02T14:53:02.489867100Z - second line main loop. Result is 212579016
2021-03-02T14:53:03.216429600Z - second line main loop. Result is 212893482
2021-03-02T14:53:03.692992100Z - second line main loop. Result is 213207948
2021-03-02T14:53:04.481078100Z - second line main loop. Result is 213522414
2021-03-02T14:53:04.900023400Z - second line main loop. Result is 213836880
2021-03-02T14:53:05.478148400Z - second line main loop. Result is 214151346
2021-03-02T14:53:06.206664Z - second line main loop. Result is 214465812
2021-03-02T14:53:07.022093700Z - second line main loop. Result is 214780278
2021-03-02T14:53:07.555296800Z - second line main loop. Result is 215094744
2021-03-02T14:53:08.302367100Z - second line main loop. Result is 215409210
2021-03-02T14:53:09.129515600Z - second line main loop. Result is 215723676
2021-03-02T14:53:09.898070300Z - second line main loop. Result is 216038142
2021-03-02T14:53:10.429320300Z - second line main loop. Result is 216352608
2021-03-02T14:53:11.067992100Z - second line main loop. Result is 216667074
2021-03-02T14:53:11.696898400Z - second line main loop. Result is 216981540
2021-03-02T14:53:12.323851500Z - second line main loop. Result is 217296006
2021-03-02T14:53:13.372679600Z - second line main loop. Result is 217610472
2021-03-02T14:53:14.326781200Z - second line main loop. Result is 217924938
2021-03-02T14:53:15.091429600Z - second line main loop. Result is 218239404
2021-03-02T14:53:15.707640600Z - second line main loop. Result is 218553870
2021-03-02T14:53:16.463500Z - second line main loop. Result is 218868336
2021-03-02T14:53:17.185179600Z - second line main loop. Result is 219182802
2021-03-02T14:53:17.885375Z - second line main loop. Result is 219497268
2021-03-02T14:53:18.484984300Z - second line main loop. Result is 219811734
2021-03-02T14:53:19.310179600Z - second line main loop. Result is 220126200
2021-03-02T14:53:20.104125Z - second line main loop. Result is 220440666
2021-03-02T14:53:21.012328100Z - second line main loop. Result is 220755132
2021-03-02T14:53:21.905882800Z - second line main loop. Result is 221069598
2021-03-02T14:53:22.413695300Z - second line main loop. Result is 221384064
2021-03-02T14:53:23.160765600Z - second line main loop. Result is 221698530
2021-03-02T14:53:23.701781200Z - second line main loop. Result is 222012996
2021-03-02T14:53:24.458617100Z - second line main loop. Result is 222327462
2021-03-02T14:53:25.161742100Z - second line main loop. Result is 222641928
2021-03-02T14:53:25.914671800Z - second line main loop. Result is 222956394
2021-03-02T14:53:26.529906200Z - second line main loop. Result is 223270860
2021-03-02T14:53:27.211546800Z - second line main loop. Result is 223585326
2021-03-02T14:53:27.635375Z - second line main loop. Result is 223899792
2021-03-02T14:53:28.026Z - second line main loop. Result is 224214258
2021-03-02T14:53:28.453734300Z - second line main loop. Result is 224528724
2021-03-02T14:53:29.119750Z - second line main loop. Result is 224843190
2021-03-02T14:53:29.556273400Z - second line main loop. Result is 225157656
2021-03-02T14:53:29.977171800Z - second line main loop. Result is 225472122
2021-03-02T14:53:30.568968700Z - second line main loop. Result is 225786588
2021-03-02T14:53:31.208617100Z - second line main loop. Result is 226101054
2021-03-02T14:53:31.834593700Z - second line main loop. Result is 226415520
2021-03-02T14:53:32.376585900Z - second line main loop. Result is 226729986
2021-03-02T14:53:33.116820300Z - second line main loop. Result is 227044452
2021-03-02T14:53:33.895140600Z - second line main loop. Result is 227358918
2021-03-02T14:53:34.736937500Z - second line main loop. Result is 227673384
2021-03-02T14:53:35.561156200Z - second line main loop. Result is 227987850
2021-03-02T14:53:36.373656200Z - second line main loop. Result is 228302316
2021-03-02T14:53:37.016234300Z - second line main loop. Result is 228616782
2021-03-02T14:53:37.797484300Z - second line main loop. Result is 228931248
2021-03-02T14:53:38.436156200Z - second line main loop. Result is 229245714
2021-03-02T14:53:39.145140600Z - second line main loop. Result is 229560180
2021-03-02T14:53:39.954710900Z - second line main loop. Result is 229874646
2021-03-02T14:53:40.766234300Z - second line main loop. Result is 230189112
2021-03-02T14:53:41.518187500Z - second line main loop. Result is 230503578
2021-03-02T14:53:42.187132800Z - second line main loop. Result is 230818044
2021-03-02T14:53:42.918578100Z - second line main loop. Result is 231132510
2021-03-02T14:53:43.723265600Z - second line main loop. Result is 231446976
2021-03-02T14:53:44.328734300Z - second line main loop. Result is 231761442
2021-03-02T14:53:45.041625Z - second line main loop. Result is 232075908
2021-03-02T14:53:45.670531200Z - second line main loop. Result is 232390374
2021-03-02T14:53:46.272093700Z - second line main loop. Result is 232704840
2021-03-02T14:53:46.669554600Z - second line main loop. Result is 233019306
2021-03-02T14:53:47.190062500Z - second line main loop. Result is 233333772
2021-03-02T14:53:47.558226500Z - second line main loop. Result is 233648238
2021-03-02T14:53:48.049437500Z - second line main loop. Result is 233962704
2021-03-02T14:53:48.490843700Z - second line main loop. Result is 234277170
2021-03-02T14:53:49.103148400Z - second line main loop. Result is 234591636
2021-03-02T14:53:49.787718700Z - second line main loop. Result is 234906102
2021-03-02T14:53:50.436156200Z - second line main loop. Result is 235220568
2021-03-02T14:53:51.126585900Z - second line main loop. Result is 235535034
2021-03-02T14:53:51.742796800Z - second line main loop. Result is 235849500
2021-03-02T14:53:52.342406200Z - second line main loop. Result is 236163966
2021-03-02T14:53:52.875609300Z - second line main loop. Result is 236478432
2021-03-02T14:53:53.596312500Z - second line main loop. Result is 236792898
2021-03-02T14:53:54.277953100Z - second line main loop. Result is 237107364
2021-03-02T14:53:54.939085900Z - second line main loop. Result is 237421830
2021-03-02T14:53:55.613890600Z - second line main loop. Result is 237736296
2021-03-02T14:53:56.242796800Z - second line main loop. Result is 238050762
2021-03-02T14:53:57.032835900Z - second line main loop. Result is 238365228
2021-03-02T14:53:57.659789Z - second line main loop. Result is 238679694
2021-03-02T14:53:58.416625Z - second line main loop. Result is 238994160
2021-03-02T14:53:59.166625Z - second line main loop. Result is 239308626
2021-03-02T14:53:59.958617100Z - second line main loop. Result is 239623092
2021-03-02T14:54:00.603148400Z - second line main loop. Result is 239937558
2021-03-02T14:54:01.478148400Z - second line main loop. Result is 240252024
2021-03-02T14:54:02.194945300Z - second line main loop. Result is 240566490
2021-03-02T14:54:02.960570300Z - second line main loop. Result is 240880956
2021-03-02T14:54:03.665648400Z - second line main loop. Result is 241195422
2021-03-02T14:54:04.388304600Z - second line main loop. Result is 241509888
2021-03-02T14:54:04.943968700Z - second line main loop. Result is 241824354
2021-03-02T14:54:05.583617100Z - second line main loop. Result is 242138820
2021-03-02T14:54:06.192015600Z - second line main loop. Result is 242453286
2021-03-02T14:54:06.734984300Z - second line main loop. Result is 242767752
2021-03-02T14:54:07.250609300Z - second line main loop. Result is 243082218
2021-03-02T14:54:07.837523400Z - second line main loop. Result is 243396684
2021-03-02T14:54:08.457640600Z - second line main loop. Result is 243711150
2021-03-02T14:54:09.235960900Z - second line main loop. Result is 244025616
2021-03-02T14:54:10.078734300Z - second line main loop. Result is 244340082
2021-03-02T14:54:10.755492100Z - second line main loop. Result is 244654548
2021-03-02T14:54:11.092406200Z - second line main loop. Result is 244969014
2021-03-02T14:54:11.892210900Z - second line main loop. Result is 245283480
2021-03-02T14:54:12.377562500Z - second line main loop. Result is 245597946
2021-03-02T14:54:13.124632800Z - second line main loop. Result is 245912412
2021-03-02T14:54:13.878539Z - second line main loop. Result is 246226878
2021-03-02T14:54:14.693968700Z - second line main loop. Result is 246541344
2021-03-02T14:54:15.427367100Z - second line main loop. Result is 246855810
2021-03-02T14:54:16.270140600Z - second line main loop. Result is 247170276
2021-03-02T14:54:17.051390600Z - second line main loop. Result is 247484742
2021-03-02T14:54:17.501585900Z - second line main loop. Result is 247799208
2021-03-02T14:54:18.487914Z - second line main loop. Result is 248113674
2021-03-02T14:54:19.128539Z - second line main loop. Result is 248428140
2021-03-02T14:54:20.319945300Z - second line main loop. Result is 248742606
2021-03-02T14:54:21.148070300Z - second line main loop. Result is 249057072
2021-03-02T14:54:21.689085900Z - second line main loop. Result is 249371538
2021-03-02T14:54:22.490843700Z - second line main loop. Result is 249686004
2021-03-02T14:54:23.041625Z - second line main loop. Result is 250000470
2021-03-02T14:54:23.609007800Z - second line main loop. Result is 250314936
2021-03-02T14:54:24.309203100Z - second line main loop. Result is 250629402
2021-03-02T14:54:25.126585900Z - second line main loop. Result is 250943868
2021-03-02T14:54:25.767210900Z - second line main loop. Result is 251258334
2021-03-02T14:54:26.427367100Z - second line main loop. Result is 251572800
2021-03-02T14:54:27.196898400Z - second line main loop. Result is 251887266
2021-03-02T14:54:27.625609300Z - second line main loop. Result is 252201732
2021-03-02T14:54:28.220335900Z - second line main loop. Result is 252516198
2021-03-02T14:54:28.650023400Z - second line main loop. Result is 252830664
2021-03-02T14:54:29.241820300Z - second line main loop. Result is 253145130
2021-03-02T14:54:29.925414Z - second line main loop. Result is 253459596
2021-03-02T14:54:30.637328100Z - second line main loop. Result is 253774062
2021-03-02T14:54:31.148070300Z - second line main loop. Result is 254088528
2021-03-02T14:54:31.830687500Z - second line main loop. Result is 254402994
2021-03-02T14:54:32.489867100Z - second line main loop. Result is 254717460
2021-03-02T14:54:33.018187500Z - second line main loop. Result is 255031926
2021-03-02T14:54:33.444945300Z - second line main loop. Result is 255346392
2021-03-02T14:54:33.910765600Z - second line main loop. Result is 255660858
2021-03-02T14:54:34.387328100Z - second line main loop. Result is 255975324
2021-03-02T14:54:34.964476500Z - second line main loop. Result is 256289790
2021-03-02T14:54:35.548460900Z - second line main loop. Result is 256604256
2021-03-02T14:54:36.131468700Z - second line main loop. Result is 256918722
2021-03-02T14:54:36.923460900Z - second line main loop. Result is 257233188
2021-03-02T14:54:37.511351500Z - second line main loop. Result is 257547654
2021-03-02T14:54:38.194945300Z - second line main loop. Result is 257862120
2021-03-02T14:54:38.976195300Z - second line main loop. Result is 258176586
2021-03-02T14:54:39.622679600Z - second line main loop. Result is 258491052
2021-03-02T14:54:40.250609300Z - second line main loop. Result is 258805518
2021-03-02T14:54:40.878539Z - second line main loop. Result is 259119984
2021-03-02T14:54:41.623656200Z - second line main loop. Result is 259434450
2021-03-02T14:54:42.299437500Z - second line main loop. Result is 259748916
2021-03-02T14:54:42.826781200Z - second line main loop. Result is 260063382
2021-03-02T14:54:43.541625Z - second line main loop. Result is 260377848
2021-03-02T14:54:44.109007800Z - second line main loop. Result is 260692314
2021-03-02T14:54:44.945921800Z - second line main loop. Result is 261006780
2021-03-02T14:54:45.672484300Z - second line main loop. Result is 261321246
2021-03-02T14:54:46.526Z - second line main loop. Result is 261635712
2021-03-02T14:54:47.218382800Z - second line main loop. Result is 261950178
2021-03-02T14:54:47.833617100Z - second line main loop. Result is 262264644
2021-03-02T14:54:48.441039Z - second line main loop. Result is 262579110
2021-03-02T14:54:49.156859300Z - second line main loop. Result is 262893576
2021-03-02T14:54:49.942992100Z - second line main loop. Result is 263208042
2021-03-02T14:54:50.610960900Z - second line main loop. Result is 263522508
2021-03-02T14:54:51.347289Z - second line main loop. Result is 263836974
2021-03-02T14:54:51.940062500Z - second line main loop. Result is 264151440
2021-03-02T14:54:52.707640600Z - second line main loop. Result is 264465906
2021-03-02T14:54:53.433226500Z - second line main loop. Result is 264780372
2021-03-02T14:54:54.275023400Z - second line main loop. Result is 265094838
2021-03-02T14:54:54.906859300Z - second line main loop. Result is 265409304
2021-03-02T14:54:55.522093700Z - second line main loop. Result is 265723770
2021-03-02T14:54:56.205687500Z - second line main loop. Result is 266038236
2021-03-02T14:54:57.079710900Z - second line main loop. Result is 266352702
2021-03-02T14:54:57.633421800Z - second line main loop. Result is 266667168
2021-03-02T14:54:58.385375Z - second line main loop. Result is 266981634
2021-03-02T14:54:59.142210900Z - second line main loop. Result is 267296100
2021-03-02T14:54:59.797484300Z - second line main loop. Result is 267610566
2021-03-02T14:55:00.272093700Z - second line main loop. Result is 267925032
2021-03-02T14:55:01.078734300Z - second line main loop. Result is 268239498
2021-03-02T14:55:01.621703100Z - second line main loop. Result is 268553964
2021-03-02T14:55:02.477171800Z - second line main loop. Result is 268868430
2021-03-02T14:55:03.442992100Z - second line main loop. Result is 269182896
2021-03-02T14:55:04.117796800Z - second line main loop. Result is 269497362
2021-03-02T14:55:04.689085900Z - second line main loop. Result is 269811828
2021-03-02T14:55:05.398070300Z - second line main loop. Result is 270126294
2021-03-02T14:55:06.149046800Z - second line main loop. Result is 270440760
2021-03-02T14:55:07.100218700Z - second line main loop. Result is 270755226
2021-03-02T14:55:07.827757800Z - second line main loop. Result is 271069692
2021-03-02T14:55:08.454710900Z - second line main loop. Result is 271384158
2021-03-02T14:55:09.165648400Z - second line main loop. Result is 271698624
2021-03-02T14:55:10.038695300Z - second line main loop. Result is 272013090
2021-03-02T14:55:10.929320300Z - second line main loop. Result is 272327556
2021-03-02T14:55:11.583617100Z - second line main loop. Result is 272642022
2021-03-02T14:55:12.202757800Z - second line main loop. Result is 272956488
2021-03-02T14:55:12.743773400Z - second line main loop. Result is 273270954
2021-03-02T14:55:13.477171800Z - second line main loop. Result is 273585420
2021-03-02T14:55:14.155882800Z - second line main loop. Result is 273899886
2021-03-02T14:55:15.114867100Z - second line main loop. Result is 274214352
2021-03-02T14:55:15.691039Z - second line main loop. Result is 274528818
2021-03-02T14:55:16.316039Z - second line main loop. Result is 274843284
2021-03-02T14:55:17.005492100Z - second line main loop. Result is 275157750
2021-03-02T14:55:17.701781200Z - second line main loop. Result is 275472216
2021-03-02T14:55:18.476195300Z - second line main loop. Result is 275786682
2021-03-02T14:55:19.044554600Z - second line main loop. Result is 276101148
2021-03-02T14:55:19.802367100Z - second line main loop. Result is 276415614
2021-03-02T14:55:20.459593700Z - second line main loop. Result is 276730080
2021-03-02T14:55:21.146117100Z - second line main loop. Result is 277044546
2021-03-02T14:55:22.001585900Z - second line main loop. Result is 277359012
2021-03-02T14:55:22.817992100Z - second line main loop. Result is 277673478
2021-03-02T14:55:23.718382800Z - second line main loop. Result is 277987944
2021-03-02T14:55:24.421507800Z - second line main loop. Result is 278302410
2021-03-02T14:55:25.190062500Z - second line main loop. Result is 278616876
2021-03-02T14:55:25.849242100Z - second line main loop. Result is 278931342
2021-03-02T14:55:26.709593700Z - second line main loop. Result is 279245808
2021-03-02T14:55:27.549437500Z - second line main loop. Result is 279560274
2021-03-02T14:55:28.218382800Z - second line main loop. Result is 279874740
2021-03-02T14:55:29.051390600Z - second line main loop. Result is 280189206
2021-03-02T14:55:29.875609300Z - second line main loop. Result is 280503672
2021-03-02T14:55:30.502562500Z - second line main loop. Result is 280818138
2021-03-02T14:55:31.168578100Z - second line main loop. Result is 281132604
2021-03-02T14:55:32.033812500Z - second line main loop. Result is 281447070
2021-03-02T14:55:32.795531200Z - second line main loop. Result is 281761536
2021-03-02T14:55:33.378539Z - second line main loop. Result is 282076002
2021-03-02T14:55:34.131468700Z - second line main loop. Result is 282390468
2021-03-02T14:55:34.970335900Z - second line main loop. Result is 282704934
2021-03-02T14:55:35.777953100Z - second line main loop. Result is 283019400
2021-03-02T14:55:36.436156200Z - second line main loop. Result is 283333866
2021-03-02T14:55:37.108031200Z - second line main loop. Result is 283648332
2021-03-02T14:55:37.796507800Z - second line main loop. Result is 283962798
2021-03-02T14:55:38.549437500Z - second line main loop. Result is 284277264
2021-03-02T14:55:39.451781200Z - second line main loop. Result is 284591730
2021-03-02T14:55:40.214476500Z - second line main loop. Result is 284906196
2021-03-02T14:55:40.895140600Z - second line main loop. Result is 285220662
2021-03-02T14:55:41.573851500Z - second line main loop. Result is 285535128
2021-03-02T14:55:42.371703100Z - second line main loop. Result is 285849594
2021-03-02T14:55:43.202757800Z - second line main loop. Result is 286164060
2021-03-02T14:55:43.684203100Z - second line main loop. Result is 286478526
2021-03-02T14:55:44.239867100Z - second line main loop. Result is 286792992
2021-03-02T14:55:44.841429600Z - second line main loop. Result is 287107458
2021-03-02T14:55:45.537718700Z - second line main loop. Result is 287421924
2021-03-02T14:55:46.154906200Z - second line main loop. Result is 287736390
2021-03-02T14:55:46.867796800Z - second line main loop. Result is 288050856
2021-03-02T14:55:47.601195300Z - second line main loop. Result is 288365322
2021-03-02T14:55:48.416625Z - second line main loop. Result is 288679788
2021-03-02T14:55:49.071898400Z - second line main loop. Result is 288994254
2021-03-02T14:55:49.652953100Z - second line main loop. Result is 289308720
2021-03-02T14:55:50.339476500Z - second line main loop. Result is 289623186
2021-03-02T14:55:51.047484300Z - second line main loop. Result is 289937652
2021-03-02T14:55:51.834593700Z - second line main loop. Result is 290252118
2021-03-02T14:55:52.706664Z - second line main loop. Result is 290566584
2021-03-02T14:55:53.636351500Z - second line main loop. Result is 290881050
2021-03-02T14:55:54.211546800Z - second line main loop. Result is 291195516
2021-03-02T14:55:54.808226500Z - second line main loop. Result is 291509982
2021-03-02T14:55:55.656859300Z - second line main loop. Result is 291824448
2021-03-02T14:55:56.396117100Z - second line main loop. Result is 292138914
2021-03-02T14:55:57.224242100Z - second line main loop. Result is 292453380
2021-03-02T14:55:57.869750Z - second line main loop. Result is 292767846
2021-03-02T14:55:58.666625Z - second line main loop. Result is 293082312
2021-03-02T14:55:59.313109300Z - second line main loop. Result is 293396778
2021-03-02T14:55:59.952757800Z - second line main loop. Result is 293711244
2021-03-02T14:56:00.512328100Z - second line main loop. Result is 294025710
2021-03-02T14:56:01.189085900Z - second line main loop. Result is 294340176
2021-03-02T14:56:01.936156200Z - second line main loop. Result is 294654642
2021-03-02T14:56:02.734007800Z - second line main loop. Result is 294969108
2021-03-02T14:56:03.593382800Z - second line main loop. Result is 295283574
2021-03-02T14:56:04.492796800Z - second line main loop. Result is 295598040
2021-03-02T14:56:05.337523400Z - second line main loop. Result is 295912506
2021-03-02T14:56:05.942015600Z - second line main loop. Result is 296226972
2021-03-02T14:56:06.670531200Z - second line main loop. Result is 296541438
2021-03-02T14:56:07.323851500Z - second line main loop. Result is 296855904
2021-03-02T14:56:08.206664Z - second line main loop. Result is 297170370
2021-03-02T14:56:08.986937500Z - second line main loop. Result is 297484836
2021-03-02T14:56:09.705687500Z - second line main loop. Result is 297799302
2021-03-02T14:56:10.602171800Z - second line main loop. Result is 298113768
2021-03-02T14:56:11.452757800Z - second line main loop. Result is 298428234
2021-03-02T14:56:12.241820300Z - second line main loop. Result is 298742700
2021-03-02T14:56:13.044554600Z - second line main loop. Result is 299057166
2021-03-02T14:56:13.805296800Z - second line main loop. Result is 299371632
2021-03-02T14:56:14.633421800Z - second line main loop. Result is 299686098
2021-03-02T14:56:15.612914Z - second line main loop. Result is 300000564
2021-03-02T14:56:16.310179600Z - second line main loop. Result is 300315030
2021-03-02T14:56:16.934203100Z - second line main loop. Result is 300629496
2021-03-02T14:56:17.630492100Z - second line main loop. Result is 300943962
2021-03-02T14:56:18.345335900Z - second line main loop. Result is 301258428
2021-03-02T14:56:19.096312500Z - second line main loop. Result is 301572894
2021-03-02T14:56:19.686156200Z - second line main loop. Result is 301887360
2021-03-02T14:56:20.397093700Z - second line main loop. Result is 302201826
2021-03-02T14:56:20.998656200Z - second line main loop. Result is 302516292
2021-03-02T14:56:21.734007800Z - second line main loop. Result is 302830758
2021-03-02T14:56:22.354125Z - second line main loop. Result is 303145224
2021-03-02T14:56:23.067015600Z - second line main loop. Result is 303459690
2021-03-02T14:56:23.708617100Z - second line main loop. Result is 303774156
2021-03-02T14:56:24.506468700Z - second line main loop. Result is 304088622
2021-03-02T14:56:25.282835900Z - second line main loop. Result is 304403088
2021-03-02T14:56:26.170531200Z - second line main loop. Result is 304717554
2021-03-02T14:56:26.971312500Z - second line main loop. Result is 305032020
2021-03-02T14:56:27.684203100Z - second line main loop. Result is 305346486
2021-03-02T14:56:28.474242100Z - second line main loop. Result is 305660952
2021-03-02T14:56:29.102171800Z - second line main loop. Result is 305975418
2021-03-02T14:56:29.876585900Z - second line main loop. Result is 306289884
2021-03-02T14:56:30.782835900Z - second line main loop. Result is 306604350
2021-03-02T14:56:31.454710900Z - second line main loop. Result is 306918816
2021-03-02T14:56:32.184203100Z - second line main loop. Result is 307233282
2021-03-02T14:56:33.155882800Z - second line main loop. Result is 307547748
2021-03-02T14:56:33.810179600Z - second line main loop. Result is 307862214
2021-03-02T14:56:34.551390600Z - second line main loop. Result is 308176680
2021-03-02T14:56:35.201781200Z - second line main loop. Result is 308491146
2021-03-02T14:56:35.979125Z - second line main loop. Result is 308805612
2021-03-02T14:56:36.688109300Z - second line main loop. Result is 309120078
2021-03-02T14:56:37.722289Z - second line main loop. Result is 309434544
2021-03-02T14:56:38.618773400Z - second line main loop. Result is 309749010
2021-03-02T14:56:39.391234300Z - second line main loop. Result is 310063476
2021-03-02T14:56:39.843382800Z - second line main loop. Result is 310377942
2021-03-02T14:56:40.632445300Z - second line main loop. Result is 310692408
2021-03-02T14:56:41.286742100Z - second line main loop. Result is 311006874
2021-03-02T14:56:42.035765600Z - second line main loop. Result is 311321340
2021-03-02T14:56:42.554320300Z - second line main loop. Result is 311635806
2021-03-02T14:56:43.345335900Z - second line main loop. Result is 311950272
2021-03-02T14:56:44.260375Z - second line main loop. Result is 312264738
2021-03-02T14:56:45.108031200Z - second line main loop. Result is 312579204
2021-03-02T14:56:46.051390600Z - second line main loop. Result is 312893670
2021-03-02T14:56:46.726195300Z - second line main loop. Result is 313208136
2021-03-02T14:56:47.704710900Z - second line main loop. Result is 313522602
2021-03-02T14:56:48.499632800Z - second line main loop. Result is 313837068
2021-03-02T14:56:49.309203100Z - second line main loop. Result is 314151534
2021-03-02T14:56:50.110960900Z - second line main loop. Result is 314466000
2021-03-02T14:56:50.691039Z - second line main loop. Result is 314780466
2021-03-02T14:56:51.481078100Z - second line main loop. Result is 315094932
2021-03-02T14:56:52.184203100Z - second line main loop. Result is 315409398
2021-03-02T14:56:52.793578100Z - second line main loop. Result is 315723864
2021-03-02T14:56:53.682250Z - second line main loop. Result is 316038330
2021-03-02T14:56:54.317992100Z - second line main loop. Result is 316352796
2021-03-02T14:56:55.023070300Z - second line main loop. Result is 316667262
2021-03-02T14:56:55.716429600Z - second line main loop. Result is 316981728
2021-03-02T14:56:56.601195300Z - second line main loop. Result is 317296194
2021-03-02T14:56:57.235960900Z - second line main loop. Result is 317610660
2021-03-02T14:56:57.979125Z - second line main loop. Result is 317925126
2021-03-02T14:56:58.773070300Z - second line main loop. Result is 318239592
2021-03-02T14:56:59.494750Z - second line main loop. Result is 318554058
2021-03-02T14:57:00.357054600Z - second line main loop. Result is 318868524
2021-03-02T14:57:01.173460900Z - second line main loop. Result is 319182990
2021-03-02T14:57:02.007445300Z - second line main loop. Result is 319497456
2021-03-02T14:57:02.769164Z - second line main loop. Result is 319811922
2021-03-02T14:57:03.481078100Z - second line main loop. Result is 320126388
2021-03-02T14:57:04.374632800Z - second line main loop. Result is 320440854
2021-03-02T14:57:05.147093700Z - second line main loop. Result is 320755320
2021-03-02T14:57:05.840453100Z - second line main loop. Result is 321069786
2021-03-02T14:57:06.718382800Z - second line main loop. Result is 321384252
2021-03-02T14:57:07.360960900Z - second line main loop. Result is 321698718
2021-03-02T14:57:08.253539Z - second line main loop. Result is 322013184
2021-03-02T14:57:09.117796800Z - second line main loop. Result is 322327650
2021-03-02T14:57:09.759398400Z - second line main loop. Result is 322642116
2021-03-02T14:57:10.626585900Z - second line main loop. Result is 322956582
2021-03-02T14:57:11.339476500Z - second line main loop. Result is 323271048
2021-03-02T14:57:12.183226500Z - second line main loop. Result is 323585514
2021-03-02T14:57:13.064085900Z - second line main loop. Result is 323899980
2021-03-02T14:57:13.481078100Z - second line main loop. Result is 324214446
2021-03-02T14:57:14.037718700Z - second line main loop. Result is 324528912
2021-03-02T14:57:14.686156200Z - second line main loop. Result is 324843378
2021-03-02T14:57:15.325804600Z - second line main loop. Result is 325157844
2021-03-02T14:57:16.095335900Z - second line main loop. Result is 325472310
